2,19878,3127,6876,743,2145,1376,1759,836,3312,1772,587,1101,303,1638,8373,11,0,0
5,19723,3005,6394,841,2241,1575,2176,810,3544,1615,512,1117,455,1629,8426,44,0,0
2,19807,3087,6705,474,1382,1366,1808,940,3361,1723,666,1135,439,1677,8014,12,0,0
5,19728,3339,6789,730,1770,1631,2117,910,3527,1912,479,1157,418,1713,9039,29,0,0
5,19854,2974,6453,491,1388,1606,2033,913,3296,1674,523,945,348,1715,8045,24,0,0
2,19877,3144,6894,482,1383,1430,1969,977,3494,1679,565,1165,366,1827,8200,21,0,0
5,19781,3150,6659,554,1547,1458,1969,887,3508,1829,515,1062,380,1669,8312,16,0,0
5,19797,3063,6629,418,1229,1778,2210,960,3567,1639,654,1164,481,1743,8322,13,0,0
4,19778,3199,6631,518,1397,1618,2118,806,3313,1804,469,1057,384,1820,8534,22,0,0
5,19760,3227,6575,439,1207,1654,2233,872,3460,2188,675,1196,399,1859,8547,20,0,0
2,19834,3007,6699,432,1225,1444,1895,966,3424,1557,491,1158,421,1752,7890,20,0,0
