7,34,9840,1381,3325,141,427,662,864,495,1774,785,316,684,220,914,3565
16,25,9916,1385,3213,311,857,813,1105,426,1548,857,381,608,178,974,3894
18,23,9915,1367,3227,185,506,814,1096,517,1824,843,315,570,215,864,3733
5,36,9965,1381,3247,171,483,683,914,472,1569,820,351,609,178,946,3616
10,31,9865,1452,3284,111,335,731,994,500,1654,787,331,639,178,955,3746
25,16,9915,1515,3292,254,671,738,911,362,1611,838,324,562,221,923,4022
11,30,9890,1452,3435,239,699,730,990,533,1780,868,283,547,192,898,3873
14,27,9915,1480,3501,186,559,795,1095,558,1846,848,300,614,200,983,3941
6,35,9840,1426,3553,124,453,709,981,635,1796,846,363,620,206,836,3685
21,20,9890,1461,3216,278,734,803,1070,429,1655,814,296,551,176,849,4003
15,26,10017,1397,3213,181,590,753,988,447,1734,807,267,626,206,986,3728
9,32,9990,1427,3223,175,538,716,1038,469,1756,784,243,598,240,923,3745
25,16,9990,1506,3249,209,616,820,1206,505,1768,941,302,587,243,929,4041
21,20,9965,1313,3122,253,717,699,938,413,1648,830,298,565,144,872,3578
21,20,9890,1536,3446,291,752,761,960,496,1741,835,326,543,193,1025,4124
17,24,9915,1565,3471,178,452,663,823,550,1692,977,356,578,208,983,3971
8,33,9840,1358,3253,172,564,788,1053,432,1598,740,316,583,175,978,3676
18,23,9940,1322,3086,189,562,698,890,369,1608,740,273,570,170,984,3531
17,24,10015,1495,3450,230,649,687,963,541,1739,911,321,590,229,1060,3907
27,14,9917,1424,3225,129,402,805,1099,510,1838,807,331,631,217,854,3782
20,21,9965,1437,3357,171,540,754,999,459,1734,886,374,605,213,936,3799
22,19,9940,1460,3200,186,536,724,962,492,1749,935,312,619,228,884,3830
22,19,10065,1528,3451,242,664,767,995,478,1804,892,381,585,207,784,4065
25,16,9915,1423,3116,222,542,799,1147,461,1781,858,272,559,230,773,3867
18,23,9940,1498,3373,231,602,723,1006,545,1752,836,308,612,185,860,3950
20,21,9940,1516,3466,199,533,739,994,550,1778,969,293,522,172,903,3970
25,16,9865,1462,3160,147,402,822,1072,465,1602,1044,326,617,190,1039,3893
8,33,9865,1409,3280,172,472,742,954,463,1628,917,320,651,157,883,3732
